ENSEMBLID;Symbol;mRNAbinding;IdentifiedCL;IdentifiedControl;p.adj.DESeq;p.adj.IC;RefSeq
ENSG00000164889;SLC4A2;Candidate RBP;identified;not identified;1;NA;"NP_003031;NP_001186621;NP_0011..."
ENSG00000164896;FASTK;Candidate RBP;identified;not identified;1;NA;"NP_148936;NP_006703"
ENSG00000164902;PHAX;Candidate RBP;identified;not identified;0.096773559;0.028157041;NP_115553
ENSG00000164944;KIAA1429;Candidate RBP;identified;not identified;0.143405059;0.027797085;"NP_056311;NP_892121"
ENSG00000164967;C9orf23;Candidate RBP;identified;not identified;0.930427451;NA;"NP_680544;NP_680545"
ENSG00000165113;GKAP1;Candidate RBP;identified;not identified;1;NA;"NP_079487;NP_001129425"
ENSG00000165424;ZCCHC24;Candidate RBP;identified;not identified;0.930427451;0.034694031;NP_699198
ENSG00000165494;PCF11;Candidate RBP;identified;not identified;1;NA;NP_056969
ENSG00000165672;PRDX3;Candidate RBP;identified;not identified;0.713048069;0.060404653;"NP_006784;NP_054817"
ENSG00000165795;NDRG2;Candidate RBP;identified;not identified;0.329799582;NA;"NP_963835;NP_963832;NP_057334;..."
ENSG00000165832;TRUB1;Candidate RBP;identified;not identified;0.143405059;0.086941167;NP_631908
ENSG00000166166;TRMT61A;Candidate RBP;identified;not identified;0.930427451;NA;NP_689520
ENSG00000166747;AP1G1;Candidate RBP;identified;not identified;1;NA;"NP_001119;NP_001025178"
ENSG00000166783;KIAA0430;Candidate RBP;identified;not identified;0.329799582;0.033228037;"NP_055462;NP_001171928;NP_0011..."
ENSG00000166803;KIAA0101;Candidate RBP;identified;not identified;1;NA;"NP_055551;NP_001025160"
ENSG00000166825;ANPEP;Candidate RBP;identified;not identified;NA;NA;NP_001141
ENSG00000166831;RBPMS2;Candidate RBP;identified;not identified;0.930427451;NA;NP_919248
ENSG00000166908;PIP4K2C;Candidate RBP;identified;not identified;0.930427451;NA;"NP_001139732;NP_001139730;NP_0..."
ENSG00000166986;MARS;Candidate RBP;identified;not identified;1;0.528070658;NP_004981
ENSG00000167085;PHB;Candidate RBP;identified;not identified;0.930427451;NA;NP_002625
ENSG00000167094;TTC16;Candidate RBP;identified;not identified;0.713048069;NA;NP_659402
ENSG00000167257;RNF214;Candidate RBP;identified;not identified;0.930427451;0.493551402;"NP_997226;NP_001070707"
ENSG00000167264;DUS2L;Candidate RBP;identified;not identified;1;NA;NP_060273
ENSG00000167394;ZNF668;Candidate RBP;identified;not identified;0.930427451;NA;"NP_001166141;NP_001166139;NP_0..."
ENSG00000167397;VKORC1;Candidate RBP;identified;not identified;0.930427451;NA;"NP_996560;NP_076869"
ENSG00000167553;TUBA1C;Candidate RBP;identified;not identified;0.930427451;0.174504684;NP_116093
ENSG00000167815;PRDX2;Candidate RBP;identified;not identified;1;NA;"NP_005800;NP_859428"
ENSG00000167996;FTH1;Candidate RBP;identified;not identified;1;0.71030822;NP_002023
ENSG00000168101;NUDT16L1;Candidate RBP;identified;not identified;0.713048069;0.011535121;NP_115725
ENSG00000168264;IRF2BP2;Candidate RBP;identified;not identified;0.930427451;0.014915208;"NP_001070865;NP_892017"
ENSG00000168610;STAT3;Candidate RBP;identified;not identified;0.096773559;0.032955675;"NP_998827;NP_644805;NP_003141"
ENSG00000168802;CHTF8;Candidate RBP;identified;not identified;1;NA;"NP_001035236;NP_001034779"
ENSG00000169067;ACTBL2;Candidate RBP;identified;not identified;1;NA;NP_001017992
ENSG00000169612;FAM103A1;Candidate RBP;identified;not identified;0.713048069;NA;NP_113640
ENSG00000169727;GPS1;Candidate RBP;identified;not identified;0.930427451;NA;"NP_004118;NP_997657"
ENSG00000169946;ZFPM2;Candidate RBP;identified;not identified;1;NA;NP_036214
ENSG00000170248;PDCD6IP;Candidate RBP;identified;not identified;0.713048069;0.038638717;"NP_037506;NP_001155901"
ENSG00000170365;SMAD1;Candidate RBP;identified;not identified;0.930427451;0.407577354;"NP_001003688;NP_005891"
ENSG00000170448;NFXL1;Candidate RBP;identified;not identified;0.713048069;0.02270285;NP_694540
ENSG00000170579;DLGAP1;Candidate RBP;identified;not identified;1;NA;"NP_004737;NP_001003809"
ENSG00000170606;HSPA4;Candidate RBP;identified;not identified;1;NA;NP_002145
ENSG00000170653;ATF7;Candidate RBP;identified;not identified;1;NA;"NP_001123531;NP_006847;NP_0011..."
ENSG00000170776;AKAP13;Candidate RBP;identified;not identified;1;NA;"NP_006729;NP_658913;NP_009131"
ENSG00000170791;CHCHD7;Candidate RBP;identified;not identified;1;NA;"NP_001011670;NP_001011671;NP_0..."
ENSG00000171103;TRMT61B;Candidate RBP;identified;not identified;1;NA;NP_060380
ENSG00000171163;ZNF692;Candidate RBP;identified;not identified;0.930427451;0.065087103;"NP_060335;NP_001180257;NP_0011..."
ENSG00000171311;EXOSC1;Candidate RBP;identified;not identified;0.930427451;0.013709027;NP_057130
ENSG00000171314;PGAM1;Candidate RBP;identified;not identified;1;NA;NP_002620
ENSG00000171566;PLRG1;Candidate RBP;identified;not identified;1;NA;"NP_002660;NP_001188493"
ENSG00000171587;DSCAM;Candidate RBP;identified;not identified;1;NA;NP_001380
ENSG00000171843;MLLT3;Candidate RBP;identified;not identified;1;NA;NP_004520
ENSG00000172046;USP19;Candidate RBP;identified;not identified;0.930427451;NA;"NP_001186090;NP_001186091;NP_0..."
ENSG00000172115;CYCS;Candidate RBP;identified;not identified;0.930427451;NA;NP_061820
ENSG00000172183;ISG20;Candidate RBP;identified;not identified;1;NA;NP_002192
ENSG00000172239;PAIP1;Candidate RBP;identified;not identified;0.022498643;0.016992856;"NP_006442;NP_899152;NP_877590"
ENSG00000172270;BSG;Candidate RBP;identified;not identified;1;NA;"NP_940993;NP_001719;NP_940991"
ENSG00000172366;FAM195A;Candidate RBP;identified;not identified;0.143405059;0.064443411;NP_612427
ENSG00000172757;CFL1;Candidate RBP;identified;not identified;0.016629709;0.039142147;NP_005498
ENSG00000172766;NAA16;Candidate RBP;identified;not identified;1;NA;"NP_060997;NP_078837;NP_0011042..."
ENSG00000172775;FAM192A;Candidate RBP;identified;not identified;1;NA;NP_079222
ENSG00000172867;KRT2;Candidate RBP;identified;not identified;0.096773559;0.294409461;NP_000414
ENSG00000172869;DMXL1;Candidate RBP;identified;not identified;1;NA;NP_005500
ENSG00000172987;HPSE2;Candidate RBP;identified;not identified;1;NA;"NP_068600;NP_001159716;NP_0011..."
ENSG00000173141;MRP63;Candidate RBP;identified;not identified;0.143405059;0.032180721;NP_076931
ENSG00000173482;PTPRM;Candidate RBP;identified;not identified;0.930427451;NA;"NP_002836;NP_001098714"
ENSG00000173715;C11orf80;Candidate RBP;identified;not identified;0.096773559;NA;NP_078926
ENSG00000173744;AGFG1;Candidate RBP;identified;not identified;1;NA;"NP_001128659;NP_004495;NP_0011..."
ENSG00000174243;DDX23;Candidate RBP;identified;not identified;1;NA;NP_004809
ENSG00000175166;PSMD2;Candidate RBP;identified;not identified;1;NA;NP_002799
ENSG00000175175;PPM1E;Candidate RBP;identified;not identified;1;NA;NP_055721
ENSG00000175497;DPP10;Candidate RBP;identified;not identified;1;NA;"NP_001171507;NP_065919;NP_0011..."
ENSG00000175581;MRPL48;Candidate RBP;identified;not identified;1;NA;NP_057139
ENSG00000175664;C13orf26;Candidate RBP;identified;not identified;1;NA;NP_689538
ENSG00000175792;RUVBL1;Candidate RBP;identified;not identified;0.930427451;NA;NP_003698
ENSG00000175931;UBE2O;Candidate RBP;identified;not identified;1;NA;NP_071349
ENSG00000176731;C8orf59;Candidate RBP;identified;not identified;0.930427451;0.05495442;"NP_001093143;NP_001093142;NP_0..."
ENSG00000176788;BASP1;Candidate RBP;identified;not identified;0.930427451;NA;NP_006308
ENSG00000178104;PDE4DIP;Candidate RBP;identified;not identified;1;NA;"NP_001182189;NP_001185761;NP_0..."
ENSG00000178896;EXOSC4;Candidate RBP;identified;not identified;0.930427451;0.535556464;NP_061910
ENSG00000179115;FARSA;Candidate RBP;identified;not identified;0.930427451;NA;NP_004452
ENSG00000179134;SAMD4B;Candidate RBP;identified;not identified;0.083415808;0.46761998;NP_060498
ENSG00000179271;GADD45GIP1;Candidate RBP;identified;not identified;0.040298589;0.049232767;NP_443082
ENSG00000179750;APOBEC3B;Candidate RBP;identified;not identified;0.029319648;0.120545229;NP_004891
ENSG00000180198;RCC1;Candidate RBP;identified;not identified;1;NA;"NP_001260;NP_001041664;NP_0010..."
ENSG00000180329;CCDC43;Candidate RBP;identified;not identified;1;NA;"NP_653210;NP_001092695"
ENSG00000180347;CCDC129;Candidate RBP;identified;not identified;1;NA;NP_919276
ENSG00000180817;PPA1;Candidate RBP;identified;not identified;1;NA;NP_066952
ENSG00000180992;MRPL14;Candidate RBP;identified;not identified;0.713048069;0.036223321;NP_115487
ENSG00000181026;AEN;Candidate RBP;identified;not identified;0.016629709;0.052965842;NP_073604
ENSG00000181381;DDX60L;Candidate RBP;identified;not identified;0.143405059;0.502847768;NP_001012985
ENSG00000181555;SETD2;Candidate RBP;identified;not identified;1;NA;NP_054878
ENSG00000182004;SNRPE;Candidate RBP;identified;not identified;1;NA;NP_003085
ENSG00000182117;NOP10;Candidate RBP;identified;not identified;0.329799582;0.476804952;NP_061118
ENSG00000182199;SHMT2;Candidate RBP;identified;not identified;0.052105948;0.055590986;"NP_001159831;NP_001159830;NP_0..."
ENSG00000182307;C8orf33;Candidate RBP;identified;not identified;0.713048069;0.695437578;NP_075568
ENSG00000182359;KBTBD3;Candidate RBP;identified;not identified;0.329799582;NA;"NP_940841;NP_689646"
ENSG00000182481;KPNA2;Candidate RBP;identified;not identified;0.713048069;0.445569288;NP_002257
ENSG00000182552;RWDD4;Candidate RBP;identified;not identified;0.713048069;NA;NP_689895
ENSG00000182791;CCDC87;Candidate RBP;identified;not identified;1;NA;NP_060689
ENSG00000182909;LENG9;Candidate RBP;identified;not identified;0.930427451;0.496714759;NP_945339
ENSG00000182985;CADM1;Candidate RBP;identified;not identified;1;NA;"NP_001091987;NP_055148"
ENSG00000183439;TRIM61;Candidate RBP;identified;not identified;1;NA;NP_001012414
ENSG00000183496;MEX3B;Candidate RBP;identified;not identified;0.143405059;0.018344113;NP_115622
ENSG00000184708;EIF4ENIF1;Candidate RBP;identified;not identified;0.930427451;NA;"NP_001157974;NP_001157973;NP_0..."
ENSG00000184743;ATL3;Candidate RBP;identified;not identified;0.930427451;NA;NP_056274
ENSG00000184897;H1FX;Candidate RBP;identified;not identified;0.096773559;0.051435736;NP_006017
ENSG00000184922;FMNL1;Candidate RBP;identified;not identified;1;NA;NP_005883
ENSG00000185567;AHNAK2;Candidate RBP;identified;not identified;0.713048069;0.919750348;NP_612429
ENSG00000185608;MRPL40;Candidate RBP;identified;not identified;0.930427451;0.377890369;NP_003767
ENSG00000185721;DRG1;Candidate RBP;identified;not identified;0.143405059;0.328602072;NP_004138
ENSG00000185946;RNPC3;Candidate RBP;identified;not identified;1;NA;NP_060089
ENSG00000186298;PPP1CC;Candidate RBP;identified;not identified;1;NA;NP_002701
ENSG00000186468;RPS23;Candidate RBP;identified;not identified;0.143405059;0.013912101;NP_001016
ENSG00000186603;HPDL;Candidate RBP;identified;not identified;1;NA;NP_116145
ENSG00000186660;ZFP91;Candidate RBP;identified;not identified;0.713048069;0.014615819;"NP_444251;NP_001183980"
ENSG00000186834;HEXIM1;Candidate RBP;identified;not identified;1;NA;NP_006451
ENSG00000187109;NAP1L1;Candidate RBP;identified;not identified;1;NA;"NP_631946;NP_004528"
ENSG00000187145;MRPS21;Candidate RBP;identified;not identified;0.930427451;0.17165994;"NP_114107;NP_061870"
ENSG00000188107;EYS;Candidate RBP;identified;not identified;0.713048069;NA;"NP_001136272;NP_001136273;NP_9..."
ENSG00000188229;TUBB2C;Candidate RBP;identified;not identified;0.930427451;NA;NP_006079
ENSG00000188483;IER5L;Candidate RBP;identified;not identified;0.143405059;NA;NP_982258
ENSG00000188612;SUMO2;Candidate RBP;identified;not identified;0.143405059;0.259745214;"NP_008868;NP_001005849"
ENSG00000189091;SF3B3;Candidate RBP;identified;not identified;0.930427451;0.144569688;NP_036558
ENSG00000189337;KAZN;Candidate RBP;identified;not identified;0.713048069;NA;"NP_963922;NP_001018001;NP_0560..."
ENSG00000196230;TUBB;Candidate RBP;identified;not identified;0.040298589;0.052572912;NP_821133
ENSG00000196236;XPNPEP3;Candidate RBP;identified;not identified;0.143405059;NA;NP_071381
ENSG00000196352;CD55;Candidate RBP;identified;not identified;1;NA;"NP_000565;NP_001108224"
ENSG00000196365;LONP1;Candidate RBP;identified;not identified;1;NA;NP_004784
ENSG00000196498;NCOR2;Candidate RBP;identified;not identified;1;NA;"NP_006303;NP_001070729;NP_0011..."
ENSG00000196504;PRPF40A;Candidate RBP;identified;not identified;0.052105948;0.032906353;NP_060362
ENSG00000196569;LAMA2;Candidate RBP;identified;not identified;0.713048069;0.075607164;"NP_001073291;NP_000417"
ENSG00000197037;ZNF498;Candidate RBP;identified;not identified;0.713048069;NA;NP_660090
ENSG00000197323;TRIM33;Candidate RBP;identified;not identified;1;NA;"NP_056990;NP_148980"
ENSG00000197345;MRPL21;Candidate RBP;identified;not identified;0.930427451;0.840838888;"NP_852616;NP_852615"
ENSG00000197381;ADARB1;Candidate RBP;identified;not identified;0.713048069;0.013488116;"NP_001153702;NP_001103;NP_0566..."
ENSG00000197702;PARVA;Candidate RBP;identified;not identified;1;NA;NP_060692
ENSG00000197961;ZNF121;Candidate RBP;identified;not identified;1;NA;NP_001008727
ENSG00000198231;DDX42;Candidate RBP;identified;not identified;0.713048069;0.889127962;"NP_987095;NP_031398"
ENSG00000198301;SDAD1;Candidate RBP;identified;not identified;0.930427451;0.051435736;NP_060585
ENSG00000198356;ASNA1;Candidate RBP;identified;not identified;1;NA;NP_004308
ENSG00000198363;ASPH;Candidate RBP;identified;not identified;0.930427451;NA;"NP_004309;NP_115855;NP_0011582..."
ENSG00000198498;C4orf43;Candidate RBP;identified;not identified;0.713048069;0.102508543;NP_060822
ENSG00000198712;MT-CO2;Candidate RBP;identified;not identified;0.930427451;NA;YP_003024029
ENSG00000198732;SMOC1;Candidate RBP;identified;not identified;0.930427451;NA;"NP_001030024;NP_071420"
ENSG00000198836;OPA1;Candidate RBP;identified;not identified;0.930427451;0.288704905;"NP_570849;NP_056375;NP_570850;..."
ENSG00000198839;ZNF277;Candidate RBP;identified;not identified;0.143405059;0.224884948;NP_068834
ENSG00000198856;OSTC;Candidate RBP;identified;not identified;0.930427451;NA;NP_067050
ENSG00000198899;MT-ATP6;Candidate RBP;identified;not identified;1;NA;YP_003024031
ENSG00000198910;L1CAM;Candidate RBP;identified;not identified;0.713048069;0.057207587;"NP_000416;NP_001137435;NP_0764..."
ENSG00000203734;ECT2L;Candidate RBP;identified;not identified;1;NA;"NP_001181966;NP_001071174"
ENSG00000204120;GIGYF2;Candidate RBP;identified;not identified;0.012745281;0.013875167;"NP_001096616;NP_056390;NP_0010..."
ENSG00000204220;PFDN6;Candidate RBP;identified;not identified;1;NA;"NP_001172110;NP_055075"
ENSG00000204262;COL5A2;Candidate RBP;identified;not identified;0.713048069;NA;NP_000384
ENSG00000204316;MRPL38;Candidate RBP;identified;not identified;0.930427451;NA;NP_115867
ENSG00000204351;SKIV2L;Candidate RBP;identified;not identified;1;NA;NP_008860
ENSG00000204568;MRPS18B;Candidate RBP;identified;not identified;1;NA;NP_054765
ENSG00000204569;PPP1R10;Candidate RBP;identified;not identified;0.029319648;0.096200058;NP_002705
ENSG00000205078;SYCE1L;Candidate RBP;identified;not identified;0.012745281;NA;NP_001123451
ENSG00000205339;IPO7;Candidate RBP;identified;not identified;0.143405059;0.749078509;NP_006382
ENSG00000205581;HMGN1;Candidate RBP;identified;not identified;0.329799582;NA;NP_004956
ENSG00000206053;HN1L;Candidate RBP;identified;not identified;0.930427451;NA;NP_653171
ENSG00000211460;TSN;Candidate RBP;identified;not identified;1;NA;NP_004613
ENSG00000213079;SCAF8;Candidate RBP;identified;not identified;1;NA;NP_055707
ENSG00000213523;SRA1;Candidate RBP;identified;not identified;1;NA;NP_001030312
ENSG00000213551;DNAJC9;Candidate RBP;identified;not identified;1;NA;NP_056005
ENSG00000213639;PPP1CB;Candidate RBP;identified;not identified;0.713048069;0.84248467;"NP_996759;NP_002700"
ENSG00000214517;PPME1;Candidate RBP;identified;not identified;1;NA;NP_057231
ENSG00000214860;EVPLL;Candidate RBP;identified;not identified;0.329799582;NA;NP_001138599
ENSG00000215251;FASTKD5;Candidate RBP;identified;not identified;0.072832566;0.014400275;NP_068598
ENSG00000223496;EXOSC6;Candidate RBP;identified;not identified;1;NA;NP_478126
ENSG00000225830;ERCC6;Candidate RBP;identified;not identified;0.329799582;0.533616392;"NP_000115;NP_736609"
ENSG00000232119;MCTS1;Candidate RBP;identified;not identified;0.713048069;0.043541983;"NP_054779;NP_001131026"
ENSG00000239264;TXNDC5;Candidate RBP;identified;not identified;0.930427451;0.021701436;"NP_110437;NP_001139021"
ENSG00000239789;MRPS17;Candidate RBP;identified;not identified;0.096773559;0.093490255;NP_057053
ENSG00000240972;MIF;Candidate RBP;identified;not identified;0.052105948;0.011753787;NP_002406
ENSG00000241978;AKAP2;Candidate RBP;identified;not identified;1;NA;"NP_001185585;NP_001004065;NP_0..."
ENSG00000243147;MRPL33;Candidate RBP;identified;not identified;0.930427451;0.028830552;"NP_663303;NP_004882"
ENSG00000248383;PCDHAC1;Candidate RBP;identified;not identified;1;NA;"NP_061721;NP_114088"
ENSG00000248852;NA;Candidate RBP;identified;not identified;1;NA;
ENSG00000249915;PDCD6;Candidate RBP;identified;not identified;0.022498643;0.051128376;NP_037364
ENSG00000250477;NA;Candidate RBP;identified;not identified;1;NA;
sp|A1L020|MEX3A_HUMAN;NA;Candidate RBP;identified;not identified;NA;NA;
sp|Q8IWN7|RP1L1_HUMAN;NA;Candidate RBP;identified;not identified;NA;NA;
sp|Q96BK5|PINX1_HUMAN;NA;Candidate RBP;identified;not identified;NA;NA;
sp|Q9H6W3|NO66_HUMAN;NA;Candidate RBP;identified;not identified;NA;NA;
ENSG00000002834;LASP1;no evidence;identified;identified;1;0.30002903;NP_006139
ENSG00000004455;AK2;no evidence;identified;identified;1;0.10445947;"NP_001186128;NP_037543;NP_0016..."
ENSG00000005194;CIAPIN1;no evidence;identified;identified;1;NA;NP_064709
ENSG00000008952;SEC62;no evidence;identified;identified;1;NA;NP_003253
ENSG00000010438;PRSS3;no evidence;not identified;identified;0.713048069;NA;"NP_031369;NP_002762;NP_0011840..."
ENSG00000014641;MDH1;no evidence;not identified;identified;0.930427451;NA;"NP_001186041;NP_005908;NP_0011..."
ENSG00000023287;RB1CC1;no evidence;not identified;identified;1;NA;"NP_055596;NP_001077086"
ENSG00000026508;CD44;no evidence;identified;identified;0.930427451;0.867245465;"NP_001001391;NP_001189486;NP_0..."
ENSG00000029993;HMGB3;no evidence;identified;identified;0.317458999;0.018344113;NP_005333
ENSG00000031698;SARS;no evidence;identified;identified;0.930427451;0.022796965;NP_006504
ENSG00000041357;PSMA4;no evidence;not identified;identified;1;NA;"NP_002780;NP_001096138;NP_0010..."
ENSG00000044574;HSPA5;no evidence;identified;identified;0.05081447;0.037970242;NP_005338
ENSG00000058272;PPP1R12A;no evidence;not identified;identified;1;0.152811461;"NP_001137357;NP_002471;NP_0011..."
ENSG00000063177;RPL18;no evidence;identified;identified;0.065461148;0.01598947;NP_000970
ENSG00000065054;SLC9A3R2;no evidence;not identified;identified;1;NA;"NP_001123484;NP_004776"
ENSG00000065534;MYLK;no evidence;identified;identified;1;0.012988493;"NP_444260;NP_444259;NP_444255;..."
ENSG00000066777;ARFGEF1;no evidence;not identified;identified;1;NA;NP_006412
ENSG00000072364;AFF4;no evidence;not identified;identified;NA;NA;NP_055238
ENSG00000078018;MAP2;no evidence;identified;identified;1;0.013474157;"NP_001034627;NP_002365;NP_1140..."
ENSG00000080503;SMARCA2;no evidence;not identified;identified;1;NA;"NP_003061;NP_620614"
ENSG00000081154;PCNP;no evidence;identified;identified;0.713048069;0.014915208;NP_065090
ENSG00000083937;CHMP2B;no evidence;not identified;identified;1;NA;NP_054762
ENSG00000085733;CTTN;no evidence;identified;identified;1;0.01888212;"NP_612632;NP_005222;NP_0011716..."
ENSG00000086061;DNAJA1;no evidence;identified;identified;1;0.145594062;NP_001530
ENSG00000086065;CHMP5;no evidence;identified;identified;1;0.020365736;"NP_057494;NP_001182465"
ENSG00000088038;CNOT3;no evidence;not identified;identified;1;NA;NP_055331
ENSG00000088367;EPB41L1;no evidence;not identified;identified;0.930427451;NA;"NP_818932;NP_036288"
ENSG00000088832;FKBP1A;no evidence;identified;identified;1;0.853335022;"NP_463460;NP_000792"
ENSG00000089154;GCN1L1;no evidence;identified;identified;0.206750126;0.018344113;NP_006827
ENSG00000091140;DLD;no evidence;identified;identified;1;NA;NP_000099
ENSG00000092098;RNF31;no evidence;not identified;identified;NA;NA;NP_060469
ENSG00000092621;PHGDH;no evidence;not identified;identified;0.143405059;0.018344113;NP_006614
ENSG00000095637;SORBS1;no evidence;identified;identified;1;0.014750805;"NP_001030128;NP_001030129;NP_0..."
ENSG00000096155;AL805934.1;no evidence;identified;identified;1;0.932752436;"NP_004630;NP_001092004;NP_5424..."
ENSG00000096401;CDC5L;no evidence;identified;identified;1;0.415440733;NP_001244
ENSG00000099797;TECR;no evidence;identified;identified;1;0.039227262;NP_612510
ENSG00000100028;SNRPD3;no evidence;identified;identified;0.713048069;0.010369921;NP_004166
ENSG00000100284;TOM1;no evidence;not identified;identified;1;NA;"NP_005479;NP_001129201;NP_0011..."
ENSG00000100345;MYH9;no evidence;identified;identified;0.713048069;0.027483295;NP_002464
ENSG00000100604;CHGA;no evidence;not identified;identified;0.713048069;NA;NP_001266
ENSG00000100714;MTHFD1;no evidence;identified;identified;0.521619124;0.348732754;NP_005947
ENSG00000100902;PSMA6;no evidence;not identified;identified;1;NA;NP_002782
ENSG00000101210;EEF1A2;no evidence;identified;identified;1;NA;NP_001949
ENSG00000101421;CHMP4B;no evidence;identified;identified;1;0.277734508;NP_789782
ENSG00000101444;AHCY;no evidence;identified;identified;1;0.166879704;"NP_001155238;NP_000678"
ENSG00000102178;UBL4A;no evidence;not identified;identified;1;NA;NP_055050
ENSG00000103034;NDRG4;no evidence;identified;identified;1;NA;"NP_075061;NP_065198;NP_0011239..."
ENSG00000105193;RPS16;no evidence;identified;identified;0.13692041;0.015031724;NP_001011
ENSG00000105372;RPS19;no evidence;identified;identified;0.930427451;0.012864463;NP_001013
ENSG00000106049;HIBADH;no evidence;not identified;identified;1;NA;NP_689953
ENSG00000106244;PDAP1;no evidence;identified;identified;1;0.010658208;NP_055706
ENSG00000106554;CHCHD3;no evidence;identified;identified;1;NA;NP_060282
ENSG00000106809;OGN;no evidence;identified;identified;0.38807235;0.065890381;"NP_054776;NP_148935"
ENSG00000108179;PPIF;no evidence;identified;identified;0.474664801;0.091227651;NP_005720
ENSG00000108424;KPNB1;no evidence;identified;identified;0.56841;0.484538054;NP_002256
ENSG00000108828;VAT1;no evidence;identified;identified;0.930427451;NA;NP_006364
ENSG00000109184;DCUN1D4;no evidence;identified;identified;1;NA;"NP_001035492;NP_055930"
ENSG00000109458;GAB1;no evidence;not identified;identified;1;NA;"NP_997006;NP_002030"
ENSG00000110955;ATP5B;no evidence;identified;identified;0.38807235;0.158803682;NP_001677
ENSG00000111229;ARPC3;no evidence;not identified;identified;0.930427451;NA;NP_005710
ENSG00000111716;LDHB;no evidence;identified;identified;1;NA;"NP_001167568;NP_002291"
ENSG00000112320;SOBP;no evidence;identified;identified;1;NA;NP_060483
ENSG00000112977;DAP;no evidence;identified;identified;0.930427451;NA;NP_004385
ENSG00000113141;IK;no evidence;identified;identified;0.317458999;0.115173567;NP_006074
ENSG00000113282;CLINT1;no evidence;not identified;identified;1;NA;"NP_001182485;NP_055481;NP_0011..."
ENSG00000113648;H2AFY;no evidence;identified;identified;0.704357705;0.062557744;"NP_613258;NP_004884;NP_0010352..."
ENSG00000115306;SPTBN1;no evidence;identified;identified;0.971354146;0.012827978;"NP_003119;NP_842565"
ENSG00000116288;PARK7;no evidence;identified;identified;0.144783674;0.014761989;"NP_001116849;NP_009193"
ENSG00000117222;RBBP5;no evidence;not identified;identified;1;NA;"NP_001180202;NP_005048;NP_0011..."
ENSG00000117411;B4GALT2;no evidence;not identified;identified;NA;NA;"NP_003771;NP_001005417"
ENSG00000117519;CNN3;no evidence;not identified;identified;1;NA;NP_001830
ENSG00000118181;RPS25;no evidence;identified;identified;0.096239692;0.012864463;NP_001019
ENSG00000119596;YLPM1;no evidence;identified;identified;0.139392644;0.010334697;NP_062535
ENSG00000121552;CSTA;no evidence;not identified;identified;0.930427451;NA;NP_005204
ENSG00000121579;NAA50;no evidence;identified;identified;1;0.030167911;NP_079422
ENSG00000121691;CAT;no evidence;identified;identified;1;0.064899873;NP_001743
ENSG00000121892;PDS5A;no evidence;identified;identified;1;NA;"NP_001093869;NP_001093870"
ENSG00000122786;CALD1;no evidence;identified;identified;0.065461148;0.029090426;"NP_004333;NP_149347;NP_149129;..."
ENSG00000122873;CISD1;no evidence;identified;identified;1;0.051808537;NP_060934
ENSG00000123131;PRDX4;no evidence;identified;identified;0.38807235;0.439638939;NP_006397
ENSG00000124207;CSE1L;no evidence;identified;identified;1;0.797315141;NP_001307
ENSG00000125835;SNRPB;no evidence;not identified;identified;1;NA;"NP_003082;NP_937859"
ENSG00000125844;RRBP1;no evidence;identified;identified;0.329799582;0.019779836;"NP_001036041;NP_004578"
ENSG00000126461;SCAF1;no evidence;identified;identified;1;0.024771058;NP_067051
ENSG00000128590;DNAJB9;no evidence;not identified;identified;1;NA;NP_036460
ENSG00000130176;CNN1;no evidence;not identified;identified;1;NA;NP_001290
ENSG00000130396;MLLT4;no evidence;not identified;identified;0.930427451;NA;NP_001035089
ENSG00000130429;ARPC1B;no evidence;identified;identified;1;0.016690663;NP_005711
ENSG00000130741;EIF2S3;no evidence;identified;identified;0.930427451;0.620443641;NP_001406
ENSG00000130813;C19orf66;no evidence;identified;identified;0.545986317;0.156917817;NP_060851
ENSG00000131711;MAP1B;no evidence;not identified;identified;0.713048069;NA;NP_005900
ENSG00000131876;SNRPA1;no evidence;identified;identified;1;0.057157528;NP_003081
ENSG00000132780;NASP;no evidence;identified;identified;1;NA;"NP_002473;NP_689511;NP_0011821..."
ENSG00000133313;CNDP2;no evidence;not identified;identified;0.713048069;0.367307041;"NP_060705;NP_001161971"
ENSG00000134308;YWHAQ;no evidence;identified;identified;0.930427451;NA;NP_006817
ENSG00000134686;PHC2;no evidence;not identified;identified;1;NA;"NP_004418;NP_932157"
ENSG00000134717;BTF3L4;no evidence;identified;identified;1;NA;"NP_689478;NP_001129969"
ENSG00000134765;DSC1;no evidence;not identified;identified;1;NA;"NP_004939;NP_077739"
ENSG00000136010;ALDH1L2;no evidence;identified;identified;0.930427451;NA;NP_001029345
ENSG00000136153;LMO7;no evidence;not identified;identified;0.930427451;NA;"NP_005349;NP_056667"
ENSG00000136156;ITM2B;no evidence;not identified;identified;NA;NA;NP_068839
ENSG00000136628;EPRS;no evidence;identified;identified;0.717067953;0.011363264;NP_004437
ENSG00000136935;GOLGA1;no evidence;identified;identified;1;NA;NP_002068
ENSG00000136938;ANP32B;no evidence;identified;identified;1;0.047563545;NP_006392
ENSG00000137766;UNC13C;no evidence;not identified;identified;1;NA;NP_001074003
ENSG00000138162;TACC2;no evidence;not identified;identified;1;NA;"NP_996744;NP_996743;NP_996742;..."
ENSG00000138430;OLA1;no evidence;identified;identified;1;0.013597512;"NP_001011708;NP_037473"
ENSG00000138658;C4orf21;no evidence;not identified;identified;NA;NA;NP_060862
